Gene Symbol /Region Name,HGNC/Dosage ID,GRCh37,GRCh38,HI Score,TS Score,LastEvaluated Date
MYH11,HGNC:7569,16:15796992-15950885,16:15703135-15857028,NoEvidence,NoEvidence,9/25/2024
MYH7,HGNC:7577,14:23881949-23904869,14:23412740-23435660,NoEvidence,NoEvidence,11/16/2015
MYL3,HGNC:7584,3:46899362-46904934,3:46857872-46882182,NoEvidence,NoEvidence,11/18/2015
NAALADL2,HGNC:23219,3:174577124-175528336,3:174440982-175810548,NoEvidence,NoEvidence,1/7/2016
NDN,HGNC:7675,15:23930547-23932452,15:23685400-23687305,NoEvidence,NoEvidence,4/27/2012
NDUFA1,HGNC:7683,X:119005795-119010625,X:119871832-119876662,NoEvidence,NoEvidence,7/25/2012
NEBL,HGNC:16932,10:21068902-21581979,10:20779973-21293050,NoEvidence,NoEvidence,12/21/2011
NEFH,HGNC:7737,22:29876207-29887379,22:29480218-29491390,NoEvidence,NoEvidence,7/8/2025
NEFL,HGNC:7739,8:24808468-24814126,8:24950955-24956612,NoEvidence,NoEvidence,9/17/2018
NELFA,HGNC:12768,4:1984450-2010701,4:1982723-2008974,NoEvidence,NoEvidence,9/6/2012
NIPA1,HGNC:17043,15:23043279-23086843,15:22786225-22829789,NoEvidence,NoEvidence,4/4/2012
NIPA2,HGNC:17044,15:23004684-23034402,15:22838666-22868384,NoEvidence,NoEvidence,4/4/2012
NLGN1,HGNC:14291,3:173113742-174012162,3:173395952-174294372,NoEvidence,NoEvidence,3/25/2016
NLGN3,HGNC:14289,X:70364691-70391051,X:71144841-71175307,NoEvidence,NoEvidence,7/25/2012
NNAT,HGNC:7860,20:36149652-36152092,20:37521250-37523690,NoEvidence,NoEvidence,4/28/2012
NOP10,HGNC:14378,15:34633920-34635337,15:34341719-34343136,NoEvidence,NoEvidence,2/12/2025
NOTCH2,HGNC:7882,1:120454176-120612276,1:119911553-120069662,NoEvidence,NoEvidence,7/17/2014
NPTX2,HGNC:7953,7:98246597-98259181,7:98617285-98629869,NoEvidence,NoEvidence,10/10/2012
NR2F2,HGNC:7976,15:96869275-96883492,15:96326046-96340263,NoEvidence,NoEvidence,7/10/2012
NRG3,HGNC:7999,10:83634950-84746935,10:81875194-82987179,NoEvidence,NoEvidence,12/21/2011
NTAN1,HGNC:29909,16:15131714-15149931,16:15037857-15056074,NoEvidence,NoEvidence,9/17/2018
NXF5,HGNC:8075,X:101087085-101112549,X:101832112-101857577,NoEvidence,NoEvidence,6/19/2025
OR5AU1,HGNC:15362,14:21623024-21624222,14:21154865-21156063,NoEvidence,NoEvidence,3/11/2015
OSBPL5,HGNC:16392,11:3108337-3186540,11:3087107-3165310,NoEvidence,NoEvidence,9/6/2012
OTUD7A,HGNC:20718,15:31767601-32162876,15:31475398-31870673,NoEvidence,NoEvidence,4/27/2018
PACS1,HGNC:30032,11:65837743-66012215,11:66070272-66244744,NoEvidence,NoEvidence,12/14/2021
PALLD,HGNC:17068,4:169418203-169849592,4:168497052-168928441,NoEvidence,,6/16/2025
PCDH9,HGNC:8661,13:66876966-67804468,13:66302834-67230336,NoEvidence,NoEvidence,6/8/2012
PDE4D,HGNC:8783,5:58264865-59792113,5:58969038-60522128,NoEvidence,NoEvidence,2/2/2018
PDGFRA,HGNC:8803,4:55095460-55164412,4:54229293-54298245,NoEvidence,NoEvidence,2/12/2025
PEG10,HGNC:14005,7:94285637-94299007,7:94656325-94669695,NoEvidence,NoEvidence,8/22/2012
PEG3,HGNC:8826,19:57321450-57352094,19:56810082-56840726,NoEvidence,NoEvidence,5/17/2012
PHLDA2,HGNC:12385,11:2949503-2950650,11:2928273-2929420,NoEvidence,NoEvidence,3/22/2012
PIK3CA,HGNC:8975,3:178866145-178957881,3:179148126-179240093,NoEvidence,NoEvidence,3/13/2025
PIK3R2,HGNC:8980,19:18263973-18281342,19:18153163-18170532,NoEvidence,NoEvidence,6/25/2015
PITPNA,HGNC:9001,17:1421012-1466086,17:1517718-1562792,NoEvidence,NoEvidence,6/7/2012
PITX3,HGNC:9006,10:103989946-104001269,10:102230189-102241512,NoEvidence,NoEvidence,11/6/2013
PLAGL1,HGNC:9046,6:144261437-144385736,6:143940300-144064599,NoEvidence,NoEvidence,8/27/2012
POLL,HGNC:9184,10:103338639-103348027,10:101578882-101588270,NoEvidence,NoEvidence,12/21/2011
POU3F3,HGNC:9216,2:105470573-105475032,2:104854115-104858574,NoEvidence,,1/14/2025
PPM1D,HGNC:9277,17:58677554-58743641,17:60600193-60666280,NoEvidence,NoEvidence,3/28/2023
PPP1CB,HGNC:9282,2:28974470-29025806,2:28751604-28802940,NoEvidence,NoEvidence,5/28/2025
PPP1R9A,HGNC:14946,7:94536906-94925727,7:94907236-95296415,NoEvidence,NoEvidence,4/4/2012
PPP2R1A,HGNC:9302,19:52693305-52732771,19:52190052-52229518,NoEvidence,NoEvidence,12/6/2023
PRDM6,HGNC:9350,5:122424936-122529960,5:123089241-123194266,NoEvidence,NoEvidence,12/14/2017
PRKAG2,HGNC:9386,7:151253213-151574200,7:151556127-151877115,NoEvidence,NoEvidence,11/5/2015
PRKD1,HGNC:9407,14:30045685-30397053,14:29576479-29927847,NoEvidence,,4/8/2025
PRSS1,HGNC:9475,7:142457323-142460923,7:142749472-142753072,NoEvidence,NoEvidence,10/29/2012
PSD3,HGNC:19093,8:18384813-18871213,8:18527303-19084805,NoEvidence,NoEvidence,12/7/2016
RAF1,HGNC:9829,3:12625100-12705616,3:12583601-12664117,NoEvidence,NoEvidence,9/13/2018
RCAN1,HGNC:3040,21:35888740-35987412,21:34516442-34615113,NoEvidence,NoEvidence,4/27/2012
RELN,HGNC:9957,7:103112236-103630105,7:103471789-103989658,NoEvidence,NoEvidence,12/14/2023
RHBDF2,HGNC:20788,17:74466975-74497509,17:76470893-76501427,NoEvidence,NoEvidence,9/10/2025
RINT1,HGNC:21876,7:105172648-105208124,7:105532201-105567677,NoEvidence,NoEvidence,7/10/2024
RIT1,HGNC:10023,1:155867599-155881140,1:155897808-155911349,NoEvidence,NoEvidence,9/24/2025
RNF135,HGNC:21158,17:29298057-29326929,17:30958921-30999911,NoEvidence,NoEvidence,9/22/2021
ROBO1,HGNC:10249,3:78646389-79817148,3:78597239-79767998,NoEvidence,NoEvidence,9/25/2018
ROR2,HGNC:10257,9:94484883-94712510,9:91722601-91950228,NoEvidence,NoEvidence,3/27/2013
RPL10,HGNC:10298,X:153626406-153630680,X:154398065-154402339,NoEvidence,NoEvidence,10/24/2018
RPS20,HGNC:10405,8:56979813-56987065,8:56067254-56074506,NoEvidence,NoEvidence,12/12/2024
RXFP2,HGNC:17318,13:32313663-32377526,13:31739526-31803389,NoEvidence,NoEvidence,7/6/2012
RYR1,HGNC:10483,19:38924331-39078204,19:38433691-38587564,NoEvidence,NoEvidence,11/12/2015
RYR2,HGNC:10484,1:237205484-237997288,1:237042184-237833988,NoEvidence,NoEvidence,11/6/2015
SAMD9,HGNC:1348,7:92728831-92747292,7:93099518-93117979,NoEvidence,,5/14/2024
SCARB2,HGNC:1665,4:77079890-77134977,4:76158737-76234532,NoEvidence,NoEvidence,7/6/2012
SCN1B,HGNC:10586,19:35521374-35531353,19:35030470-35040449,NoEvidence,NoEvidence,9/4/2019
SEM1,HGNC:10845,7:96110938-96339158,7:96481626-96709846,NoEvidence,NoEvidence,5/14/2012
SERPIND1,HGNC:4838,22:21128401-21142008,22:20774113-20787720,NoEvidence,NoEvidence,11/18/2025
SHOC2,HGNC:15454,10:112679128-112773423,10:110919370-111013665,NoEvidence,NoEvidence,9/25/2018
SHROOM4,HGNC:29215,X:50334642-50557194,X:50575534-50814194,NoEvidence,NoEvidence,10/10/2012
SIM1,HGNC:10882,6:100832885-100912797,6:100385009-100464921,NoEvidence,NoEvidence,4/25/2012
SIX1,HGNC:10887,14:61110139-61116195,14:60643421-60649477,NoEvidence,NoEvidence,3/22/2012
SIX4,HGNC:10890,14:61176257-61191069,14:60709539-60724351,NoEvidence,NoEvidence,5/8/2012
SIX6,HGNC:10892,14:60975864-60979568,14:60509146-60512850,NoEvidence,NoEvidence,3/22/2012
SKI,HGNC:10896,1:2159758-2241652,1:2228319-2310213,NoEvidence,NoEvidence,1/6/2012
SLC25A12,HGNC:10982,2:172639915-172750754,2:171783405-171894244,NoEvidence,NoEvidence,1/19/2012
SLC38A5,HGNC:18070,X:48316927-48328648,X:48458544-48470260,NoEvidence,NoEvidence,9/26/2012
SLC67A1,HGNC:10964,11:2920921-2946476,11:2899691-2925246,NoEvidence,NoEvidence,3/22/2012
SLC6A4,HGNC:11050,17:28521337-28562715,17:30194319-30235697,NoEvidence,NoEvidence,5/11/2012
SMAD2,HGNC:6768,18:45335328-45457243,18:47808957-47930872,NoEvidence,NoEvidence,6/29/2018
SMARCA2,HGNC:11098,9:2015347-2193624,9:2015347-2193624,NoEvidence,NoEvidence,3/27/2013
SNORD107,HGNC:32771,15:25227141-25227215,15:24981994-24982068,NoEvidence,NoEvidence,4/25/2012
SNORD108,HGNC:32772,15:25232072-25232140,15:24986925-24986993,NoEvidence,NoEvidence,7/6/2012
SNORD109B,HGNC:32774,15:25523490-25523556,15:25278343-25278409,NoEvidence,NoEvidence,4/28/2012
SNORD64,HGNC:32725,15:25230247-25230313,15:24985100-24985166,NoEvidence,NoEvidence,7/6/2012
SNORD8,HGNC:20159,14:21865452-21865560,14:21397293-21397401,NoEvidence,NoEvidence,3/11/2015
SNORD9,HGNC:32705,14:21860310-21860412,14:21392151-21392253,NoEvidence,NoEvidence,3/11/2015
SNRPN,HGNC:11164,15:25068784-25223870,15:24823637-24978723,NoEvidence,NoEvidence,10/26/2012
SOS1,HGNC:11187,2:39208690-39352009,2:38981549-39124868,NoEvidence,NoEvidence,3/30/2012
SOX3,HGNC:11199,X:139585150-139587234,X:140502985-140505069,NoEvidence,EmergingEvidence,1/10/2023
SOX6,HGNC:16421,11:15987995-16760024,11:15966449-16738477,NoEvidence,NoEvidence,3/22/2012
SOX8,HGNC:11203,16:1031770-1036979,16:981770-986979,NoEvidence,NoEvidence,2/22/2012
SPP2,HGNC:11256,2:234959346-234985778,2:234050702-234077134,NoEvidence,NoEvidence,2/27/2019
SRPX2,HGNC:30668,X:99899196-99930785,X:100644199-100675788,NoEvidence,NoEvidence,7/25/2012
STARD9,HGNC:19162,15:42867804-43013196,15:42575606-42720998,NoEvidence,NoEvidence,10/10/2023
STAT1,HGNC:11362,2:191833875-191878897,2:190969149-191014171,NoEvidence,NoEvidence,9/18/2013
SUPT16H,HGNC:11465,14:21819635-21852178,14:21351476-21384019,NoEvidence,NoEvidence,5/9/2012
SUZ12,HGNC:17101,17:30264026-30328057,17:31937007-32001038,NoEvidence,NoEvidence,7/6/2012
TARDBP,HGNC:11571,1:11072711-11085549,1:11012654-11030528,NoEvidence,NoEvidence,9/25/2018
TBC1D5,HGNC:19166,3:17198654-17784123,3:17157162-17742631,NoEvidence,NoEvidence,10/30/2015
TGFBR2,HGNC:11773,3:30647994-30735634,3:30606356-30694142,NoEvidence,NoEvidence,6/26/2024
THRA,HGNC:11796,17:38218446-38250120,17:40062193-40093867,NoEvidence,NoEvidence,8/22/2013
TLX3,HGNC:13532,5:170736252-170739143,5:171309248-171312139,NoEvidence,NoEvidence,9/25/2018
TMEM135,HGNC:26167,11:86748976-87039866,11:87037934-87328824,NoEvidence,NoEvidence,11/2/2015
TMEM178A,HGNC:28517,2:39892623-39945103,2:39665483-39735960,NoEvidence,NoEvidence,10/23/2024
TMEM43,HGNC:28472,3:14166552-14185180,3:14125052-14143680,NoEvidence,NoEvidence,11/8/2015
TNNC1,HGNC:11943,3:52485116-52488057,3:52451100-52454041,NoEvidence,NoEvidence,10/10/2025
TNNT2,HGNC:11949,1:201328142-201346808,1:201359014-201377680,NoEvidence,NoEvidence,11/16/2015
TNPO3,HGNC:17103,7:128594239-128695165,7:128954185-129056193,NoEvidence,NoEvidence,6/30/2025
TOP3B,HGNC:11993,22:22311397-22337184,22:21957025-21982787,NoEvidence,NoEvidence,7/13/2022
TP73,HGNC:12003,1:3569080-3652765,1:3652516-3736201,NoEvidence,NoEvidence,7/6/2012
TPM1,HGNC:12010,15:63334946-63364114,15:63042747-63071915,NoEvidence,NoEvidence,11/9/2015
TPSAB1,HGNC:12019,16:1290706-1292555,16:1240705-1242554,NoEvidence,SufficientEvidence,8/7/2025
TRAF7,HGNC:20456,16:2205783-2228130,16:2155782-2178129,NoEvidence,NoEvidence,10/10/2025
TRAPPC10,HGNC:11868,21:45432190-45526433,21:44012309-44106552,NoEvidence,NoEvidence,9/6/2012
TTR,HGNC:12405,18:29171840-29178784,18:31591877-31598821,NoEvidence,NoEvidence,7/23/2025
TUBA1A,HGNC:20766,12:49578578-49582863,12:49184795-49189080,NoEvidence,NoEvidence,4/14/2016
TUBB2B,HGNC:30829,6:3224511-3227887,6:3224277-3227653,NoEvidence,NoEvidence,9/9/2025
TUBB3,HGNC:20772,16:89988333-90002505,16:89921925-89936097,NoEvidence,NoEvidence,8/30/2017
TUBB4A,HGNC:20774,19:6494330-6502859,19:6494319-6502848,NoEvidence,NoEvidence,11/19/2014
UPF2,HGNC:17854,10:11962021-12085169,10:11920022-12043170,NoEvidence,NoEvidence,2/13/2019
VAMP7,HGNC:11486,X:155111008-155173433,X:155881345-155943769,NoEvidence,NoEvidence,9/6/2012
VCX3A,HGNC:18159,X:6451659-6453159,X:6533618-6535118,NoEvidence,SensitivityUnlikely,10/12/2012
VPS26C,HGNC:3044,21:38595721-38640409,21:37223420-37268108,NoEvidence,NoEvidence,4/25/2012
WFS1,HGNC:12762,4:6271577-6304992,4:6269850-6303265,NoEvidence,NoEvidence,2/8/2012
YARS1,HGNC:12840,1:33240840-33282959,1:32775239-32817358,NoEvidence,NoEvidence,7/8/2025
YWHAE,HGNC:12851,17:1247569-1303516,17:1344275-1400222,NoEvidence,NoEvidence,6/19/2014
ZDHHC15,HGNC:20342,X:74588262-74742872,X:75368427-75523037,NoEvidence,NoEvidence,7/25/2012
ZIC1,HGNC:12872,3:147127152-147134506,3:147409365-147416719,NoEvidence,NoEvidence,7/19/2021
ZIC4,HGNC:20393,3:147103833-147124330,3:147386046-147406543,NoEvidence,NoEvidence,8/25/2021
ZIM2,HGNC:12875,19:57285915-57352094,19:56774547-56840726,NoEvidence,NoEvidence,5/17/2012
ZMYM3,HGNC:13054,X:70459474-70475047,X:71239624-71255290,NoEvidence,NoEvidence,10/22/2025
ZNF264,HGNC:13057,19:57702868-57734214,19:57191500-57222846,NoEvidence,NoEvidence,5/10/2012
ZNF407,HGNC:19904,18:72265106-72777627,18:74597870-75065671,NoEvidence,NoEvidence,7/11/2012
ZNF592,HGNC:28986,15:85291823-85349676,15:84748592-84806445,NoEvidence,NoEvidence,10/14/2021
ZNF674,HGNC:17625,X:46357160-46404856,X:46497725-46545421,NoEvidence,NoEvidence,3/28/2023
ZNF81,HGNC:13156,X:47696301-47785026,X:47836902-47925627,NoEvidence,NoEvidence,10/29/2012
BPHL,HGNC:1094,6:3118610-3153812,6:3118376-3153578,SensitivityUnlikely,NoEvidence,2/2/2021
CBY2,HGNC:30720,13:46276455-46288694,13:45702320-45714559,SensitivityUnlikely,NoEvidence,2/3/2021
COL16A1,HGNC:2193,1:32117864-32169618,1:31652263-31704017,SensitivityUnlikely,NoEvidence,2/1/2021
COL6A5,HGNC:26674,3:130064359-130203690,3:130345672-130484846,SensitivityUnlikely,NoEvidence,2/2/2021
CYP3A43,HGNC:17450,7:99425636-99463716,7:99828013-99866093,SensitivityUnlikely,NoEvidence,2/2/2021
DNAJC28,HGNC:1297,21:34860362-34864023,21:33488055-33491716,SensitivityUnlikely,NoEvidence,2/2/2021
EFCAB13,HGNC:26864,17:45401321-45518678,17:47323955-47441312,SensitivityUnlikely,NoEvidence,2/2/2021
EXO5,HGNC:26115,1:40974439-40981710,1:40508767-40516038,SensitivityUnlikely,NoEvidence,2/2/2021
FMO2,HGNC:3770,1:171154347-171181825,1:171185208-171212686,SensitivityUnlikely,NoEvidence,2/2/2021
GAB4,HGNC:18325,22:17442826-17489112,22:16961936-17008222,SensitivityUnlikely,NoEvidence,2/2/2021
GEN1,HGNC:26881,2:17935136-17970213,2:17753278-17788946,SensitivityUnlikely,NoEvidence,2/2/2021
GJB2,HGNC:4284,13:20761609-20767077,13:20187470-20192938,SensitivityUnlikely,NoEvidence,5/10/2012
GRIN3B,HGNC:16768,19:1000418-1009731,19:1000419-1009732,SensitivityUnlikely,NoEvidence,2/2/2021
GUCA1C,HGNC:4680,3:108626639-108672726,3:108907792-108955195,SensitivityUnlikely,NoEvidence,2/2/2021
HSD17B13,HGNC:18685,4:88224946-88244034,4:87303794-87322882,SensitivityUnlikely,NoEvidence,2/2/2021
HTN3,HGNC:5284,4:70894176-70902255,4:70028459-70036538,SensitivityUnlikely,NoEvidence,2/2/2021
IMMP2L,HGNC:14598,7:110302700-111202548,7:110662644-111562492,SensitivityUnlikely,NoEvidence,4/12/2022
KLK12,HGNC:6360,19:51532350-51538258,19:51029094-51035002,SensitivityUnlikely,NoEvidence,2/2/2021
KRT24,HGNC:18527,17:38854243-38860004,17:40697991-40703752,SensitivityUnlikely,NoEvidence,2/2/2021
KRT37,HGNC:6455,17:39576799-39580837,17:41420547-41424585,SensitivityUnlikely,NoEvidence,2/2/2021
NUDT13,HGNC:18827,10:74870213-74891581,10:73110455-73131823,SensitivityUnlikely,NoEvidence,2/2/2021
PCDHGA8,HGNC:8706,5:140772200-140892542,5:141392633-141512975,SensitivityUnlikely,NoEvidence,2/2/2021
PCSK9,HGNC:20001,1:55505221-55530525,1:55039548-55064852,SensitivityUnlikely,NoEvidence,12/17/2015
PSORS1C2,HGNC:17199,6:31105311-31106843,6:31137534-31139066,SensitivityUnlikely,NoEvidence,2/2/2021
RABL2A,HGNC:9799,2:114384843-114400969,2:113627266-113643392,SensitivityUnlikely,NoEvidence,2/2/2021
RNF32,HGNC:17118,7:156433468-156469824,7:156640204-156677130,SensitivityUnlikely,NoEvidence,2/2/2021
SDR42E1,HGNC:29834,16:82022460-82045075,16:81988855-82011470,SensitivityUnlikely,NoEvidence,2/2/2021
SEC14L4,HGNC:20627,22:30884889-30901682,22:30488902-30505695,SensitivityUnlikely,NoEvidence,2/2/2021
SIGLEC5,HGNC:10874,19:52114213-52133654,19:51610960-51630401,SensitivityUnlikely,NoEvidence,2/2/2021
SLC22A14,HGNC:8495,3:38323785-38360066,3:38278832-38318575,SensitivityUnlikely,NoEvidence,2/2/2021
SLC6A18,HGNC:26441,5:1225496-1246304,5:1225381-1246189,SensitivityUnlikely,NoEvidence,2/2/2021
TEX26,HGNC:28622,13:31506793-31549637,13:30932656-30975500,SensitivityUnlikely,NoEvidence,2/3/2021
TIGD6,HGNC:18332,5:149372681-149380217,5:149993118-150000654,SensitivityUnlikely,NoEvidence,2/3/2021
TPSD1,HGNC:14118,16:1306070-1309009,16:1256069-1259008,SensitivityUnlikely,NoEvidence,2/3/2021
UNC93A,HGNC:12570,6:167704803-167729502,6:167269032-167316014,SensitivityUnlikely,NoEvidence,2/3/2021
HFE,HGNC:4886,6:26087657-26098571,6:26087429-26098343,AutosomalRecessive,NoEvidence,4/8/2024
NBN,HGNC:7652,8:90945559-90996895,8:89933331-89984667,AutosomalRecessive,NoEvidence,4/10/2024
A4GALT,HGNC:18149,22:43088127-43117307,22:42692121-42721301,AutosomalRecessive,NoEvidence,12/11/2014
AARS2,HGNC:21022,6:44266468-44281084,6:44298731-44313347,AutosomalRecessive,,6/27/2025
AASS,HGNC:17366,7:121713603-121784303,7:122073549-122144249,AutosomalRecessive,NoEvidence,10/8/2025
ABAT,HGNC:23,16:8768474-8878427,16:8674617-8784570,AutosomalRecessive,,8/22/2016
ABCB11,HGNC:42,2:169777291-169887834,2:168915390-169031324,AutosomalRecessive,NoEvidence,7/8/2020
ABCC8,HGNC:59,11:17414045-17498392,11:17392498-17476845,AutosomalRecessive,NoEvidence,2/24/2012
ABCG5,HGNC:13886,2:44039611-44065978,2:43806211-43839231,AutosomalRecessive,NoEvidence,9/29/2025
ABCG8,HGNC:13887,2:44066110-44110127,2:43838971-43882988,AutosomalRecessive,NoEvidence,2/3/2025
ABHD12,HGNC:15868,20:25275379-25371471,20:25294743-25390835,AutosomalRecessive,,7/18/2025
ACAD8,HGNC:87,11:134123462-134135749,11:134253568-134265855,AutosomalRecessive,NoEvidence,12/11/2014
ACADM,HGNC:89,1:76190394-76229364,1:75724709-75763679,AutosomalRecessive,NoEvidence,8/22/2016
ACADSB,HGNC:91,10:124768522-124817806,10:123009006-123058290,AutosomalRecessive,,8/22/2016
ACADVL,HGNC:92,17:7120444-7128585,17:7217125-7225266,AutosomalRecessive,NoEvidence,9/26/2025
ACOX1,HGNC:119,17:73937588-73975247,17:75941507-75979166,AutosomalRecessive,NoEvidence,12/12/2025
ACP5,HGNC:124,19:11685475-11689790,19:11574660-11578975,AutosomalRecessive,NoEvidence,8/22/2016
ACSF3,HGNC:27288,16:89160260-89222641,16:89093852-89156233,AutosomalRecessive,NoEvidence,10/24/2025
ACTL6B,HGNC:160,7:100240720-100254071,7:100643097-100656448,AutosomalRecessive,,11/23/2022
ADA2,HGNC:1839,22:17659680-17702738,22:17178790-17221848,AutosomalRecessive,NoEvidence,10/24/2025
ADAM9,HGNC:216,8:38854492-38962780,8:38996973-39105261,AutosomalRecessive,NoEvidence,12/11/2014
ADAMTS13,HGNC:1366,9:136279457-136324508,9:133414337-133459386,AutosomalRecessive,,8/22/2016
ADAMTS17,HGNC:17109,15:100511642-100882180,15:99971437-100341975,AutosomalRecessive,NoEvidence,8/22/2016
ADAMTS18,HGNC:17110,16:77316025-77468931,16:77282128-77435034,AutosomalRecessive,NoEvidence,8/22/2016
ADAMTS2,HGNC:218,5:178537854-178772462,5:179110853-179345461,AutosomalRecessive,NoEvidence,8/22/2016
ADAMTSL2,HGNC:14631,9:136397286-136440641,9:133532164-133575519,AutosomalRecessive,NoEvidence,8/22/2016
ADGRG1,HGNC:4512,16:57653650-57699479,16:57619738-57665567,AutosomalRecessive,NoEvidence,10/24/2025
ADGRV1,HGNC:17416,5:89854614-90460254,5:90558797-91164437,AutosomalRecessive,NoEvidence,8/23/2021
ADSL,HGNC:291,22:40742504-40783531,22:40346500-40387527,AutosomalRecessive,NoEvidence,11/6/2015
AGA,HGNC:318,4:178351928-178363591,4:177430774-177442437,AutosomalRecessive,NoEvidence,2/5/2026
AGK,HGNC:21869,7:141251210-141355044,7:141551410-141655244,AutosomalRecessive,NoEvidence,9/26/2025
AGPAT2,HGNC:325,9:139567595-139581909,9:136673143-136687457,AutosomalRecessive,NoEvidence,8/22/2016
AGRN,HGNC:329,1:955500-991496,1:1020120-1056116,AutosomalRecessive,NoEvidence,8/22/2016
AGT,HGNC:333,1:230838269-230881329,1:230702523-230745583,AutosomalRecessive,NoEvidence,11/13/2014
AGXT,HGNC:341,2:241808241-241819917,2:240868824-240880500,AutosomalRecessive,,8/22/2016
AHCY,HGNC:343,20:32868074-32899608,20:34231981-34311836,AutosomalRecessive,NoEvidence,6/8/2016
AHI1,HGNC:21575,6:135604670-135818878,6:135283532-135497740,AutosomalRecessive,NoEvidence,9/26/2025
AICDA,HGNC:13203,12:8754766-8765455,12:8602170-8612859,AutosomalRecessive,,8/22/2016
AIMP1,HGNC:10648,4:107236701-107270613,4:106315544-106349456,AutosomalRecessive,NoEvidence,8/22/2016
ALAD,HGNC:395,9:116148592-116163564,9:113386312-113401284,AutosomalRecessive,,8/22/2016
ALDH1A3,HGNC:409,15:101420036-101456831,15:100879831-100916626,AutosomalRecessive,NoEvidence,8/22/2016
ALDH3A2,HGNC:403,17:19551449-19580909,17:19648136-19677596,AutosomalRecessive,,8/22/2016
ALDH4A1,HGNC:406,1:19197924-19229049,1:18871430-18902555,AutosomalRecessive,NoEvidence,11/21/2025
ALDH5A1,HGNC:408,6:24495197-24537435,6:24494969-24537207,AutosomalRecessive,NoEvidence,8/22/2016
ALDOA,HGNC:414,16:30075600-30081741,16:30064279-30070420,AutosomalRecessive,,8/22/2016
ALG1,HGNC:18294,16:5121844-5137380,16:5071843-5087379,AutosomalRecessive,,8/22/2016
ALG12,HGNC:19358,22:50293877-50312086,22:49859311-49918438,AutosomalRecessive,NoEvidence,8/22/2016
ALG2,HGNC:23159,9:101978707-101984224,9:99216425-99221942,AutosomalRecessive,,8/22/2016
ALG6,HGNC:23157,1:63833298-63904224,1:63367627-63438553,AutosomalRecessive,,8/22/2016
ALMS1,HGNC:428,2:73612886-73837046,2:73385758-73609919,AutosomalRecessive,NoEvidence,8/22/2016
ALS2,HGNC:443,2:202564990-202645656,2:201700267-201780933,AutosomalRecessive,NoEvidence,2/5/2026
AMH,HGNC:464,19:2249322-2252072,19:2249323-2252073,AutosomalRecessive,,8/22/2016
AMN,HGNC:14604,14:103389000-103397179,14:102922663-102930842,AutosomalRecessive,NoEvidence,8/22/2016
ANGPTL3,HGNC:491,1:63063191-63071984,1:62597520-62606313,AutosomalRecessive,,8/22/2016
ANKS6,HGNC:26724,9:101494291-101558837,9:98732009-98796555,AutosomalRecessive,,8/22/2016
ANTXR2,HGNC:21732,4:80822300-80994626,4:79901146-80073472,AutosomalRecessive,NoEvidence,11/21/2025
AP4B1,HGNC:572,1:114436816-114447650,1:113894194-113905028,AutosomalRecessive,NoEvidence,11/21/2025
AP4S1,HGNC:575,14:31494312-31565656,14:31025106-31096450,AutosomalRecessive,NoEvidence,8/22/2016
APOC2,HGNC:609,19:45449308-45452822,19:44946051-44949565,AutosomalRecessive,,8/22/2016
ARFGEF2,HGNC:15853,20:47538248-47653230,20:48921711-49036693,AutosomalRecessive,NoEvidence,1/23/2026
ARG1,HGNC:663,6:131894366-131905469,6:131573226-131584329,AutosomalRecessive,NoEvidence,8/22/2016
ARL6,HGNC:13210,3:97483365-97520086,3:97764521-97801242,AutosomalRecessive,NoEvidence,8/22/2016
ARL6IP1,HGNC:697,16:18802989-18812871,16:18791667-18801549,AutosomalRecessive,,8/22/2016
ARSA,HGNC:713,22:51061182-51066580,22:50622754-50628152,AutosomalRecessive,NoEvidence,9/5/2012
ASAH1,HGNC:735,8:17913501-17942470,8:18055992-18084961,AutosomalRecessive,NoEvidence,9/12/2017
ASL,HGNC:746,7:65540806-65558563,7:66075819-66093576,AutosomalRecessive,,8/22/2016
ASPA,HGNC:756,17:3377404-3406699,17:3474110-3503405,AutosomalRecessive,NoEvidence,8/22/2016
ASPH,HGNC:757,8:62413115-62627151,8:61500556-61714592,AutosomalRecessive,,8/22/2016
ASPM,HGNC:19048,1:197053257-197115799,1:197084127-197146669,AutosomalRecessive,NoEvidence,1/23/2026
ATCAY,HGNC:779,19:3880683-3928080,19:3880685-3928082,AutosomalRecessive,,8/22/2016
ATF6,HGNC:791,1:161736110-161933860,1:161766320-161964070,AutosomalRecessive,NoEvidence,1/23/2026
ATP13A2,HGNC:30213,1:17312453-17338423,1:16985958-17011928,AutosomalRecessive,,8/22/2016
ATP2A1,HGNC:811,16:28889809-28915787,16:28878488-28904466,AutosomalRecessive,NoEvidence,8/22/2016
ATP6V0A2,HGNC:18481,12:124196900-124246302,12:123712353-123761755,AutosomalRecessive,NoEvidence,8/22/2016
ATP6V0A4,HGNC:866,7:138391039-138482941,7:138706294-138798196,AutosomalRecessive,,8/22/2016
ATP7B,HGNC:870,13:52506805-52585586,13:51932669-52012132,AutosomalRecessive,NoEvidence,1/12/2017
ATP8A2,HGNC:13533,13:25946112-26599989,13:25371974-26025851,AutosomalRecessive,NoEvidence,3/28/2023
ATPAF2,HGNC:18802,17:17921335-17942482,17:18015059-18039168,AutosomalRecessive,NoEvidence,8/22/2016
